ID,Major,Minor,MinorTitle,GroupId,GroupTitle,CID
4245,43,4000,Information and Record Clerks,30515,Guest Services Agent,43.30515
4246,43,4000,Information and Record Clerks,30904,Registration Clerk,43.30904
4247,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",31284,Project Scheduler,43.31284
4248,43,9000,Other Office and Administrative Support Workers,31119,Processing Clerk,43.31119
4249,43,4000,Information and Record Clerks,10610,Patient Liaison,43.1061
4250,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",31173,Order Picker,43.31173
4251,43,9000,Other Office and Administrative Support Workers,10182,Operations Assistant (Office and Administrative Support),43.10182
4252,43,4000,Information and Record Clerks,10718,Medical Representative,43.10718
4253,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",30950,Materials Controller,43.3095
4254,43,4000,Information and Record Clerks,11209,Loan Coordinator,43.11209
4255,43,9000,Other Office and Administrative Support Workers,30980,Insurance Assistant,43.3098
4256,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",30170,General Merchandise Clerk,43.3017
4257,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",31046,Distribution Technician,43.31046
4258,43,4000,Information and Record Clerks,30827,Customer Service Officer,43.30827
4259,43,4000,Information and Record Clerks,31236,Customer Service Desk,43.31236
4260,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",11055,Clinical Scheduler,43.11055
4261,43,4000,Information and Record Clerks,30081,Clinic Coordinator,43.30081
4262,43,4000,Information and Record Clerks,11176,Client Service Officer,43.11176
4263,43,1000,Supervisors of Office and Administrative Support Workers,31030,Billing Supervisor,43.3103
4264,43,3000,Financial Clerks,10998,Billing Accountant,43.10998
4265,43,9000,Other Office and Administrative Support Workers,30829,Operations Clerk,43.30829
4266,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",30917,Master Scheduler,43.30917
4267,43,3000,Financial Clerks,31198,Management Clerk,43.31198
4268,43,4000,Information and Record Clerks,30286,Front Desk Clerk,43.30286
4269,43,1000,Supervisors of Office and Administrative Support Workers,30136,Customer Service Manager,43.30136
4270,43,4000,Information and Record Clerks,11240,Credit Coordinator,43.1124
4271,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",10426,Central Scheduler,43.10426
4272,43,1000,Supervisors of Office and Administrative Support Workers,31062,Audit Supervisor,43.31062
4273,43,1000,Supervisors of Office and Administrative Support Workers,30368,Administrative Supervisor,43.30368
4274,43,4000,Information and Record Clerks,31301,Customer Service Consultant,43.31301
4275,43,4000,Information and Record Clerks,31088,Customer Service Clerk,43.31088
4276,43,4000,Information and Record Clerks,30873,Customer Assistance Representative,43.30873
4277,43,3000,Financial Clerks,30174,Accounting Clerk,43.30174
4278,43,4000,Information and Record Clerks,10984,Patient Scheduler (Office and Administrative Support),43.10984
4279,43,1000,Supervisors of Office and Administrative Support Workers,31347,Director of Customer Service (Office and Administrative Support),43.31347
4280,43,1000,Supervisors of Office and Administrative Support Workers,30289,Account Supervisor (Office and Administrative Support),43.30289
4281,43,9000,Other Office and Administrative Support Workers,10187,Unit Coordinator (Office and Administrative Support),43.10187
4282,43,9000,Other Office and Administrative Support Workers,30382,Unit Clerk (Office and Administrative Support),43.30382
4283,43,4000,Information and Record Clerks,31017,Travel Counselor (Office and Administrative Support),43.31017
4284,43,4000,Information and Record Clerks,31093,Travel Consultant (Office and Administrative Support),43.31093
4285,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",31087,Traffic Coordinator (Office and Administrative Support),43.31087
4286,43,9000,Other Office and Administrative Support Workers,10383,Systems Operator (Office and Administrative Support),43.10383
4287,43,4000,Information and Record Clerks,30181,Support Administrator (Office and Administrative Support),43.30181
4288,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",31583,Store Merchandiser (Office and Administrative Support),43.31583
4289,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",10418,Store Clerk (Office and Administrative Support),43.10418
4290,43,4000,Information and Record Clerks,30845,Staff Officer (Office and Administrative Support),43.30845
4291,43,4000,Information and Record Clerks,10331,Solutions Representative (Office and Administrative Support),43.10331
4292,43,9000,Other Office and Administrative Support Workers,10128,Research Associate,43.10128
4293,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",31020,Production Warehouse (Office and Administrative Support),43.3102
4294,43,1000,Supervisors of Office and Administrative Support Workers,31271,Planning Supervisor (Office and Administrative Support),43.31271
4295,43,4000,Information and Record Clerks,31095,Mortgage Loan Coordinator (Office and Administrative Support),43.31095
4296,43,9000,Other Office and Administrative Support Workers,11124,Medical Clerk (Office and Administrative Support),43.11124
4297,43,4000,Information and Record Clerks,31018,Loan Representative (Office and Administrative Support),43.31018
4298,43,4000,Information and Record Clerks,30715,Intake Coordinator (Office and Administrative Support),43.30715
4299,43,6000,Secretaries and Administrative Assistants,30341,Health Unit Coordinator (Office and Administrative Support),43.30341
4300,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",30386,Grocery Clerk (Office and Administrative Support),43.30386
4301,43,4000,Information and Record Clerks,30462,Greeter (Office and Administrative Support),43.30462
4302,43,4000,Information and Record Clerks,30955,Financial Coordinator (Office and Administrative Support),43.30955
4303,43,9000,Other Office and Administrative Support Workers,10196,Field Representative (Office and Administrative Support),43.10196
4304,43,1000,Supervisors of Office and Administrative Support Workers,30561,Department Head (Office and Administrative Support),43.30561
4305,43,9000,Other Office and Administrative Support Workers,10483,Data Administrator (Office and Administrative Support),43.10483
4306,43,4000,Information and Record Clerks,31371,Customer Experience Manager (Office and Administrative Support),43.31371
4307,43,4000,Information and Record Clerks,31167,Contact Center Representative (Office and Administrative Support),43.31167
4308,43,4000,Information and Record Clerks,10824,Communications Representative (Office and Administrative Support),43.10824
4309,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",30822,Communications Operator (Office and Administrative Support),43.30822
4310,43,4000,Information and Record Clerks,11522,Client Administrator (Office and Administrative Support),43.11522
4311,43,4000,Information and Record Clerks,30478,Appointment Setter (Office and Administrative Support),43.30478
4312,43,3000,Financial Clerks,30007,Teller (Office and Administrative Support),43.30007
4313,43,6000,Secretaries and Administrative Assistants,30993,Surgery Scheduler (Office and Administrative Support),43.30993
4314,43,1000,Supervisors of Office and Administrative Support Workers,31505,Practice Supervisor (Office and Administrative Support),43.31505
4315,43,9000,Other Office and Administrative Support Workers,31253,Planning Assistant (Office and Administrative Support),43.31253
4316,43,1000,Supervisors of Office and Administrative Support Workers,31270,General Supervisor (Office and Administrative Support),43.3127
4317,43,4000,Information and Record Clerks,10141,Financial Representative (Office and Administrative Support),43.10141
4318,43,9000,Other Office and Administrative Support Workers,30473,Data Coordinator (Office and Administrative Support),43.30473
4319,43,1000,Supervisors of Office and Administrative Support Workers,30610,Control Supervisor (Office and Administrative Support),43.3061
4320,43,3000,Financial Clerks,30140,Accounting Analyst (Office and Administrative Support),43.3014
4321,43,4000,Information and Record Clerks,30162,Financial Services Representative (Office and Administrative Support),43.30162
4322,43,1000,Supervisors of Office and Administrative Support Workers,31373,Assistant Supervisor (Office and Administrative Support),43.31373
4323,43,9000,Other Office and Administrative Support Workers,1010,Proofreader (Office and Administrative Support),43.101
4324,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",1059,Production Coordinator (Office and Administrative Support),43.1059
4325,43,3000,Financial Clerks,1116,Biller,43.1116
4326,43,1000,Supervisors of Office and Administrative Support Workers,1029,Accounts Administrator,43.1029
4327,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",1166,Messenger,43.1166
4328,43,4000,Information and Record Clerks,1113,Senior Clerk,43.1113
4329,43,4000,Information and Record Clerks,1077,Judicial Clerk,43.1077
4330,43,9000,Other Office and Administrative Support Workers,1180,Events Assistant,43.118
4331,43,4000,Information and Record Clerks,1167,Human Resources (HR) Manager (Office and Administrative Support),43.1167
4332,43,3000,Financial Clerks,1097,Cashier (Office and Administrative Support),43.1097
4333,43,4000,Information and Record Clerks,1198,Reservationist (Office and Administrative Support),43.1198
4334,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",1149,Stockroom Clerk,43.1149
4335,43,4000,Information and Record Clerks,1111,Registrar (Office and Administrative Support),43.1111
4336,43,4000,Information and Record Clerks,1186,Concierge (Office and Administrative Support),43.1186
4337,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",1048,Support Coordinator,43.1048
4338,43,6000,Secretaries and Administrative Assistants,1223,Contracts Administrative Assistant,43.1223
4339,43,9000,Other Office and Administrative Support Workers,1041,Service Advisor,43.1041
4340,43,9000,Other Office and Administrative Support Workers,1066,Office Clerk,43.1066
4341,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",1127,Courier,43.1127
4342,43,9000,Other Office and Administrative Support Workers,1197,Notary Public (Office and Administrative Support),43.1197
4343,43,9000,Other Office and Administrative Support Workers,1054,Program Assistant (Office and Administrative Support),43.1054
4344,43,3000,Financial Clerks,1033,Account Specialist (Office and Administrative Support),43.1033
4345,43,1000,Supervisors of Office and Administrative Support Workers,1060,Accounting Supervisor (Office and Administrative Support),43.106
4346,43,3000,Financial Clerks,1123,Payroll Manager (Office and Administrative Support),43.1123
4347,43,9000,Other Office and Administrative Support Workers,1083,Communication Assistant,43.1083
4348,43,6000,Secretaries and Administrative Assistants,1119,Executive Support,43.1119
4349,43,4000,Information and Record Clerks,1236,Senior Customer Service Representative,43.1236
4350,43,1000,Supervisors of Office and Administrative Support Workers,1040,Head of Service,43.104
4351,43,1000,Supervisors of Office and Administrative Support Workers,1132,Operations Administrator (Office and Administrative Support),43.1132
4352,43,4000,Information and Record Clerks,1093,General Assistant,43.1093
4353,43,9000,Other Office and Administrative Support Workers,1095,Signing Agent,43.1095
4354,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",1208,Runner,43.1208
4355,43,6000,Secretaries and Administrative Assistants,1025,Assistant Coordinator,43.1025
4356,43,4000,Information and Record Clerks,1051,Customer Advisor,43.1051
4357,43,4000,Information and Record Clerks,1121,Assistant Clerk,43.1121
4358,43,9000,Other Office and Administrative Support Workers,1072,Production Assistant (Office and Administrative Support),43.1072
4359,43,1000,Supervisors of Office and Administrative Support Workers,1129,Contracts Administrator (Office and Administrative Support),43.1129
4360,43,4000,Information and Record Clerks,1221,Business Assistant,43.1221
4361,43,4000,Information and Record Clerks,1044,Deputy Clerk,43.1044
4362,43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",1112,Operations Coordinator (Office and Administrative Support),43.1112
4363,43,3000,Financial Clerks,1143,Assistant Controller (Office and Administrative Support),43.1143
4364,43,4000,Information and Record Clerks,2172,Complaints Officer,43.2172
4365,45,2000,Agricultural Workers,0,"General Laborer (Farming, Fishing, and Forestry)",45
4366,45,2000,Agricultural Workers,1,Picker,45.1
4367,45,2000,Agricultural Workers,2,Custom Applicator,45.2
4368,45,2000,Agricultural Workers,4,Packer Inspector,45.4
4369,45,2000,Agricultural Workers,5,Harvest Worker,45.5
4370,45,4000,"Forest, Conservation, and Logging Workers",6,Field Laborer,45.6
4371,45,4000,"Forest, Conservation, and Logging Workers",7,Cable Puller,45.7
4372,45,2000,Agricultural Workers,8,Livestock Handler,45.8
4373,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",9,Farm Supervisor,45.9
4374,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",10,Animal Facility Supervisor,45.1
4375,45,2000,Agricultural Workers,11,Farm Equipment Operator,45.11
4376,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",14,Farm Crew Leader,45.14
4377,45,2000,Agricultural Workers,15,Meat and Poultry Inspector,45.15
4378,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",16,Harvest Supervisor,45.16
4379,45,3000,Fishing and Hunting Workers,18,Detasseler,45.18
4380,45,2000,Agricultural Workers,19,Harvest Operator,45.19
4381,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",20,Animal Care Supervisor,45.2
4382,45,2000,Agricultural Workers,21,Horse Stable Worker,45.21
4383,45,2000,Agricultural Workers,22,Horse Groomer,45.22
4384,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",24,Farm Manager,45.24
4385,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",26,Agricultural Operations Supervisor,45.26
4386,45,2000,Agricultural Workers,29,Dairy Milking Machine Operator,45.29
4387,45,4000,"Forest, Conservation, and Logging Workers",31,Tree Crew,45.31
4388,45,3000,Fishing and Hunting Workers,32,Fisherman,45.32
4389,45,2000,Agricultural Workers,34,Hardwood Lumber Grader,45.34
4390,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",35,Logging Manager,45.35
4391,45,2000,Agricultural Workers,39,Vineyard Equipment Operator,45.39
4392,45,2000,Agricultural Workers,40,Agriculture Field Worker,45.4
4393,45,2000,Agricultural Workers,41,Dairy Plant Operator,45.41
4394,45,2000,Agricultural Workers,42,"Nursery Worker (Farming, Fishing, and Forestry)",45.42
4395,45,2000,Agricultural Workers,43,Produce Inspector,45.43
4396,45,2000,Agricultural Workers,44,Ranch Hand,45.44
4397,45,2000,Agricultural Workers,48,Fishery Worker,45.48
4398,45,2000,Agricultural Workers,49,Food Inspector,45.49
4399,45,4000,"Forest, Conservation, and Logging Workers",58,"Tree Climber (Farming, Fishing, and Forestry)",45.58
4400,45,2000,Agricultural Workers,59,Irrigator,45.59
4401,45,4000,"Forest, Conservation, and Logging Workers",60,Log Scaler,45.6
4402,45,2000,Agricultural Workers,61,Other Topics,45.61
4403,45,2000,Agricultural Workers,11319,Farmer,45.11319
4404,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",11087,Crop Consultant,45.11087
4405,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",31270,"General Supervisor (Farming, Fishing, and Forestry)",45.3127
4406,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",30425,"Care Supervisor (Farming, Fishing, and Forestry)",45.30425
4407,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",30616,"Area Supervisor (Farming, Fishing, and Forestry)",45.30616
4408,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1024,Horticultural Supervisor,45.1024
4409,45,2000,Agricultural Workers,1022,"Field Operator (Farming, Fishing, and Forestry)",45.1022
4410,45,2000,Agricultural Workers,1090,Cow Hand,45.109
4411,45,3000,Fishing and Hunting Workers,1027,Planter,45.1027
4412,45,2000,Agricultural Workers,1016,Calf Raiser,45.1016
4413,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1075,Animal Manager,45.1075
4414,45,2000,Agricultural Workers,1034,Agricultural Inspector,45.1034
4415,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1107,Kennel Supervisor,45.1107
4416,45,2000,Agricultural Workers,1012,Herder,45.1012
4417,45,4000,"Forest, Conservation, and Logging Workers",1078,Logger,45.1078
4418,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1105,Logging Supervisor,45.1105
4419,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1023,Equine Manager,45.1023
4420,45,2000,Agricultural Workers,1009,"Foreman (Farming, Fishing, and Forestry)",45.1009
4421,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1064,Barn Assistant,45.1064
4422,45,2000,Agricultural Workers,1091,Bull Rider,45.1091
4423,45,2000,Agricultural Workers,1011,Stable Hand,45.1011
4424,45,2000,Agricultural Workers,1100,Ranch Worker,45.11
4425,45,2000,Agricultural Workers,1020,"Sorter (Farming, Fishing, and Forestry)",45.102
4426,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1089,Ranch Supervisor,45.1089
4427,45,3000,Fishing and Hunting Workers,1026,Trapper,45.1026
4428,45,2000,Agricultural Workers,1046,Agriculture Officer,45.1046
4429,45,4000,"Forest, Conservation, and Logging Workers",1065,Conservation Worker,45.1065
4430,45,2000,Agricultural Workers,1061,Barn Worker,45.1061
4431,45,2000,Agricultural Workers,1013,Shepherd,45.1013
4432,45,2000,Agricultural Workers,1019,Field Hand,45.1019
4433,45,2000,Agricultural Workers,1068,Agricultural Commodity Grader,45.1068
4434,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1028,Horticultural Consultant,45.1028
4435,45,2000,Agricultural Workers,1058,"Horticulture Technician (Farming, Fishing, and Forestry)",45.1058
4436,45,2000,Agricultural Workers,1003,Wrangler,45.1003
4437,45,2000,Agricultural Workers,1004,Cowboy,45.1004
4438,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1099,Harvest Crew,45.1099
4439,45,2000,Agricultural Workers,1088,Dairy Consultant,45.1088
4440,45,2000,Agricultural Workers,1051,Dairy Worker,45.1051
4441,45,2000,Agricultural Workers,1017,Greenhouse Worker,45.1017
4442,45,2000,Agricultural Workers,1067,Horticultural Specialist,45.1067
4443,45,3000,Fishing and Hunting Workers,1180,"Captain (Farming, Fishing, and Forestry)",45.118
4444,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1117,Horticulture Coordinator,45.1117
4445,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1116,Head of Agriculture,45.1116
4446,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1059,Horticulture Assistant,45.1059
4447,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1052,Nursery Director,45.1052
4448,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1042,Forestry Supervisor,45.1042
4449,45,2000,Agricultural Workers,1040,Farmhand,45.104
4450,45,4000,"Forest, Conservation, and Logging Workers",1145,Nurseryman,45.1145
4451,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1066,Dairy Manager,45.1066
4452,45,2000,Agricultural Workers,1076,Agricultural Worker,45.1076
4453,45,3000,Fishing and Hunting Workers,1031,Professional Hunter,45.1031
4454,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1101,Nursery Supervisor,45.1101
4455,45,2000,Agricultural Workers,1118,Field Lead,45.1118
4456,45,2000,Agricultural Workers,1005,Milker,45.1005
4457,45,4000,"Forest, Conservation, and Logging Workers",1035,"Arborist (Farming, Fishing, and Forestry)",45.1035
4458,45,2000,Agricultural Workers,1151,Groom,45.1151
4459,45,2000,Agricultural Workers,1001,Breeder,45.1001
4460,45,2000,Agricultural Workers,1053,Ranch Foreman,45.1053
4461,45,2000,Agricultural Workers,1081,Grain Grader,45.1081
4462,45,3000,Fishing and Hunting Workers,1044,"Deckhand (Farming, Fishing, and Forestry)",45.1044
4463,45,2000,Agricultural Workers,1092,Barn Hand,45.1092
4464,45,3000,Fishing and Hunting Workers,1045,Diver,45.1045
4465,45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",1082,Director of Horticulture,45.1082
4466,45,2000,Agricultural Workers,1000,Farm Worker,45.1
4467,45,4000,"Forest, Conservation, and Logging Workers",1153,"Gardener (Farming, Fishing, and Forestry)",45.1153
4468,45,2000,Agricultural Workers,1002,Bee Keeper,45.1002
4469,45,2000,Agricultural Workers,1102,Fruit Picker,45.1102
4470,47,2000,Construction Trades Workers,0,Sheet Metal Mechanic,47
4471,47,2000,Construction Trades Workers,2,Equipment Operator (Construction and Extraction),47.2
4472,47,2000,Construction Trades Workers,3,Industrial Electrician,47.3
4473,47,2000,Construction Trades Workers,4,Journeyman Electrician,47.4
4474,47,2000,Construction Trades Workers,5,General Laborer (Construction and Extraction),47.5
4475,47,2000,Construction Trades Workers,6,Pipe Fitter,47.6
4476,47,2000,Construction Trades Workers,8,Construction Laborer,47.8
4477,47,3000,"Helpers, Construction Trades",9,Electrician Apprentice,47.9
4478,47,2000,Construction Trades Workers,10,Solar Photovoltaic (PV) Installer,47.1
4479,47,2000,Construction Trades Workers,11,Commercial Electrician,47.11
4480,47,2000,Construction Trades Workers,12,Concrete Laborer,47.12
4481,47,1000,Supervisors of Construction and Extraction Workers,13,Construction Supervisor,47.13
4482,47,2000,Construction Trades Workers,14,Carpenter,47.14
4483,47,4000,Other Construction and Related Workers,15,Home Inspector,47.15
4484,47,2000,Construction Trades Workers,16,Plumber,47.16
4485,47,1000,Supervisors of Construction and Extraction Workers,17,Construction Project Coordinator,47.17
4486,47,2000,Construction Trades Workers,18,Sheet Metal Assembler,47.18
4487,47,2000,Construction Trades Workers,19,Iron Worker,47.19
4488,47,2000,Construction Trades Workers,20,Construction Inspector,47.2
4489,47,2000,Construction Trades Workers,21,Concrete Finisher,47.21
4490,47,3000,"Helpers, Construction Trades",22,Electrician Helper,47.22
4491,47,2000,Construction Trades Workers,23,Finish Carpenter,47.23
4492,47,2000,Construction Trades Workers,24,Painter (Construction and Extraction),47.24
4493,47,2000,Construction Trades Workers,25,Sheet Metal Technician,47.25
4494,47,2000,Construction Trades Workers,26,Master Plumber,47.26
4495,47,2000,Construction Trades Workers,27,Construction Worker,47.27
4496,47,2000,Construction Trades Workers,29,Sheet Metal Worker,47.29
4497,47,4000,Other Construction and Related Workers,30,Track Maintenance Laborer,47.3
4498,47,2000,Construction Trades Workers,31,Bathroom Installer,47.31
4499,47,2000,Construction Trades Workers,32,Construction Administrator,47.32
4500,47,2000,Construction Trades Workers,33,Concrete Inspector,47.33
4501,47,2000,Construction Trades Workers,34,Framing Carpenter,47.34
4502,47,2000,Construction Trades Workers,35,Concrete Worker,47.35
4503,47,2000,Construction Trades Workers,36,Flooring Installer,47.36
4504,47,2000,Construction Trades Workers,37,Form Carpenter,47.37
4505,47,3000,"Helpers, Construction Trades",38,Electrical Apprentice,47.38
4506,47,2000,Construction Trades Workers,39,Sheet Metal Fabricator,47.39
4507,47,3000,"Helpers, Construction Trades",40,Construction Helper,47.4
4508,47,2000,Construction Trades Workers,41,Marine Electrician,47.41
4509,47,2000,Construction Trades Workers,42,Field Operator (Construction and Extraction),47.42
4510,47,2000,Construction Trades Workers,43,Construction Coordinator,47.43
4511,47,1000,Supervisors of Construction and Extraction Workers,44,Construction Foreman,47.44
4512,47,2000,Construction Trades Workers,46,Commercial Carpenter,47.46
4513,47,3000,"Helpers, Construction Trades",48,Electrical Helper,47.48
4514,47,2000,Construction Trades Workers,49,Service Electrician,47.49
4515,47,1000,Supervisors of Construction and Extraction Workers,50,Field Supervisor (Construction and Extraction),47.5
4516,47,2000,Construction Trades Workers,52,Plant Electrician,47.52
4517,47,1000,Supervisors of Construction and Extraction Workers,54,Electrical Superintendent,47.54
4518,47,2000,Construction Trades Workers,55,Master Electrician,47.55
4519,47,1000,Supervisors of Construction and Extraction Workers,56,Electrical Foreman,47.56
4520,47,2000,Construction Trades Workers,57,Residential Electrician,47.57
4521,47,3000,"Helpers, Construction Trades",58,Carpenter Helper,47.58
4522,47,2000,Construction Trades Workers,59,Lead Carpenter,47.59
4523,47,1000,Supervisors of Construction and Extraction Workers,60,Crew Leader,47.6
4524,47,2000,Construction Trades Workers,63,Tile Installer,47.63
4525,47,3000,"Helpers, Construction Trades",64,Electrician Technician,47.64
4526,47,1000,Supervisors of Construction and Extraction Workers,65,Drywall Construction Estimator,47.65
4527,47,2000,Construction Trades Workers,66,Roofer,47.66
4528,47,5000,Extraction Workers,67,Wireline Operator,47.67
4529,47,2000,Construction Trades Workers,68,Construction Scheduler,47.68
4530,47,1000,Supervisors of Construction and Extraction Workers,69,Assistant Construction Superintendent,47.69
4531,47,4000,Other Construction and Related Workers,70,Transportation Worker,47.7
4532,47,5000,Extraction Workers,71,Ordnance Recovery Technician,47.71
4533,47,2000,Construction Trades Workers,73,Window Installer,47.73
4534,47,2000,Construction Trades Workers,75,Solar Electrician,47.75
4535,47,4000,Other Construction and Related Workers,76,Building Inspector,47.76
4536,47,2000,Construction Trades Workers,77,Rough Carpenter,47.77
4537,47,1000,Supervisors of Construction and Extraction Workers,80,Installation Manager (Construction and Extraction),47.8
4538,47,2000,Construction Trades Workers,81,Project Administrator (Construction and Extraction),47.81
4539,47,2000,Construction Trades Workers,85,Plumbing Technician,47.85
4540,47,2000,Construction Trades Workers,86,Panel Builder,47.86
4541,47,2000,Construction Trades Workers,89,Boilermaker,47.89
4542,47,2000,Construction Trades Workers,90,Fire Sprinkler Fitter,47.9
4543,47,1000,Supervisors of Construction and Extraction Workers,92,Concrete Foreman,47.92
4544,47,2000,Construction Trades Workers,93,Mason,47.93
4545,47,2000,Construction Trades Workers,94,Operating Engineer (Construction and Extraction),47.94
4546,47,1000,Supervisors of Construction and Extraction Workers,96,General Foreman,47.96
4547,47,2000,Construction Trades Workers,97,Pipe Layer,47.97
4548,47,2000,Construction Trades Workers,101,Glazier,47.101
4549,47,2000,Construction Trades Workers,102,Construction Electrician,47.102
4550,47,2000,Construction Trades Workers,103,Bathtub Installer,47.103
4551,47,2000,Construction Trades Workers,104,Lead Electrician,47.104
4552,47,2000,Construction Trades Workers,105,Cabinet Installer,47.105
4553,47,2000,Construction Trades Workers,106,Scaffold Builder,47.106
4554,47,4000,Other Construction and Related Workers,107,Construction Engineer and Inspection (CEI) Inspector,47.107
4555,47,2000,Construction Trades Workers,108,Substation Electrician,47.108
4556,47,2000,Construction Trades Workers,109,Instrument Fitter,47.109
4557,47,2000,Construction Trades Workers,110,Facilities Electrician,47.11
4558,47,2000,Construction Trades Workers,112,Signal Apprentice,47.112
4559,47,2000,Construction Trades Workers,113,Concrete Superintendent,47.113
4560,47,2000,Construction Trades Workers,114,Pipe Laborer,47.114
4561,47,4000,Other Construction and Related Workers,115,Field Inspector,47.115
4562,47,2000,Construction Trades Workers,117,Electrician Installer,47.117
4563,47,2000,Construction Trades Workers,121,Electrical Mechanic,47.121
4564,47,5000,Extraction Workers,122,Driller,47.122
4565,47,2000,Construction Trades Workers,123,Cabinet Builder,47.123
4566,47,4000,Other Construction and Related Workers,124,Construction Materials Technician,47.124
4567,47,2000,Construction Trades Workers,125,Carpet Installer,47.125
4568,47,2000,Construction Trades Workers,126,Mine Electrician,47.126
4569,47,2000,Construction Trades Workers,128,Electrical Journeyman,47.128
4570,47,2000,Construction Trades Workers,129,Jack Operator,47.129
4571,47,2000,Construction Trades Workers,130,Water Proofer,47.13
4572,47,5000,Extraction Workers,132,Roustabout,47.132
4573,47,2000,Construction Trades Workers,134,Sheet Metal Journeyman,47.134
4574,47,2000,Construction Trades Workers,137,"Heating, Ventilation, and Air Conditioning (HVAC) Sheet Metal Installer",47.137
4575,47,1000,Supervisors of Construction and Extraction Workers,141,Plumbing Foreman,47.141
4576,47,2000,Construction Trades Workers,142,Electrical Maintenance Technician,47.142
4577,47,2000,Construction Trades Workers,144,Coiled Tubing Operator,47.144
4578,47,1000,Supervisors of Construction and Extraction Workers,146,Construction Safety Officer,47.146
4579,47,2000,Construction Trades Workers,147,Electrical Installer,47.147
4580,47,4000,Other Construction and Related Workers,148,Electrical Inspector,47.148
4581,47,1000,Supervisors of Construction and Extraction Workers,153,Crew Supervisor,47.153
4582,47,2000,Construction Trades Workers,155,Sheet Metal Fitter,47.155
4583,47,1000,Supervisors of Construction and Extraction Workers,156,Assistant Construction Project Manager,47.156
4584,47,2000,Construction Trades Workers,157,Diagnostic Electrician,47.157
4585,47,2000,Construction Trades Workers,158,Fixture Installer,47.158
4586,47,2000,Construction Trades Workers,159,Air Conditioning (AC) Electrician,47.159
4587,47,2000,Construction Trades Workers,161,Insulation Installer,47.161
4588,47,2000,Construction Trades Workers,162,"Heating, Ventilation, and Air Conditioning (HVAC) Duct Installer",47.162
4589,47,2000,Construction Trades Workers,164,Equipment Operator Assistant,47.164
4590,47,2000,Construction Trades Workers,165,Gutter Installer,47.165
4591,47,2000,Construction Trades Workers,166,Drywall Carpenter,47.166
4592,47,4000,Other Construction and Related Workers,167,Assistant Elevator Manager,47.167
4593,47,1000,Supervisors of Construction and Extraction Workers,168,Carpenter Foreman,47.168
4594,47,1000,Supervisors of Construction and Extraction Workers,169,Solar Foreman,47.169
